"Subject" "Activity" "avg_mean_body_acc_x" "avg_mean_body_acc_y" "avg_mean_body_acc_z" "avg_mean_body_gyro_x" "avg_mean_body_gyro_y" "avg_mean_body_gyro_z" "avg_mean_total_acc_x" "avg_mean_total_acc_y" "avg_mean_total_acc_z"
23 "STANDING" -0.000841326786460434 -0.00128563594753018 -0.000259760884228499 0.00576094897234352 -0.00372838858849206 -0.00515079850499778 0.803273288688151 0.0313724695964446 0.0451860305607462
25 "STANDING" -0.000722487771524911 -0.000737412454746802 -0.000325596642695102 0.0158518126427363 -0.00159026960212648 0.00705765112817478 0.771739434607141 0.105275530122911 0.266312797601517
2 "WALKING" -0.000919666025230712 -0.0010459644809652 -0.00242546496240335 -0.0247814387533587 0.0078999585138691 0.000410346385856309 0.802104521390439 -0.13002462953511 0.124585567017919
4 "WALKING" -0.000699160629111048 0.00122211495470362 0.000259716549520948 -0.00130662631302555 -0.00197916382614003 0.00415357242730511 0.834722528661283 0.131726982353046 0.156030733976731
9 "WALKING" -0.00149654226559494 -0.00199760810698299 0.00233676681174743 -0.0437879071293606 0.000609954299583659 0.0100734043221686 0.808644089987396 -0.03062775704051 0.0993632202733306
10 "WALKING" -0.000149880541551206 -0.000365918926809013 -0.000989004030247762 0.00946005828391429 -0.00465082251854255 0.00207738892490632 0.790231380214981 -0.0562418303758445 0.0477375902467745
12 "WALKING" -0.000817530657948169 -0.000628917028084937 0.000547877085660644 -0.0362946748786253 0.00683411098036138 0.00431145648304072 0.829391589455899 0.0473656844860957 0.0274823892666703
13 "WALKING" -0.000619485940513292 -0.000627124901985308 4.63674676582473e-05 -0.0235408833388225 0.0021487928010672 0.011469391837716 0.858904293416123 -0.0890947761576648 0.00917484159969294
1 "WALKING_DOWNSTAIRS" -0.00111728033847656 0.00095026264171317 0.00440558240329799 0.036728060137779 -0.0225092995481027 -0.00501691997734375 0.975186360491071 -0.310604692181696 -0.0936387816081194
3 "WALKING_DOWNSTAIRS" -0.00085462628054912 -0.000376554668814245 0.000599570083985909 0.00291439835663299 -7.73413213104783e-06 0.000157011084402675 0.835430787536885 -0.00834713102603556 0.0423380767911323
5 "WALKING_DOWNSTAIRS" 0.000330181960289205 0.000867968726465879 0.00087404866148184 -0.00183250663980965 -0.00139612903050583 0.000130084885436101 0.829783480971853 0.131095100800502 0.085918207458069
6 "WALKING_DOWNSTAIRS" -0.00107144449328263 -0.000226353432821784 -0.00253929465814223 -0.0161780440744341 0.00168248784168298 0.00485974409306462 0.821697530383154 0.0340143795670016 0.0386353328330207
7 "WALKING_DOWNSTAIRS" -0.00151759223322829 -0.000866670586535598 -0.00138238767044836 -0.0249553514775295 0.00439379696921545 0.00506074298648844 0.816008863165822 -0.024780219281935 0.0267181432841726
8 "WALKING_DOWNSTAIRS" 0.000476691580024357 0.00143425213638565 -0.00050552427265625 -0.00603023486425285 0.00248099402634715 -0.00200641967392024 0.768545865643382 0.194082445626608 0.163291103523514
1 "WALKING_UPSTAIRS" -0.00256480399024469 -0.00074525893488655 -0.000220717983416419 0.00440325681870628 -0.00476879622104033 0.000407316591205966 0.849935047506026 -0.0434476636145778 0.0797057664530866
13 "WALKING_UPSTAIRS" 8.97755502313554e-05 0.000303017963535342 -0.000783518318574653 -0.0389228593980366 0.0114274301438811 -0.00390036655410479 0.803309573623512 0.0792036158282862 0.0833027420698945
18 "WALKING_UPSTAIRS" -0.00025793319961614 -7.60544116439683e-05 6.45446674347356e-05 -0.0100293497167686 0.00294346401084366 0.00199497172716284 0.842426968058894 0.00221746448559628 0.0829756554994623
20 "WALKING_UPSTAIRS" -0.00188564008835212 -0.000237680216107852 9.19975524460852e-05 0.00353340083431661 -0.00207932752627322 -0.000311907150386019 0.77798284764088 -0.0194409772191659 0.0999458543651096
24 "WALKING_UPSTAIRS" -0.00016666126455424 -0.00028538323004952 0.000129868710256562 0.00661823931233557 -0.00176291134390069 -0.000955444387722802 0.82704304630588 0.0906292343650014 0.0558515435753306
